Name,Type,Address,Entity,Canton,Municipality,Latitude,Longitude,Phone,Email,Url
"OŠ 'Čengić Vila I'","Elementary","Fetaha Bećirbegovića 2","FBiH","KS","","43.85148863","18.36882949","38733653759","","http://www.oscvila1.edu.ba"
"OŠ 'Džemaludin Čaušević'","Elementary","Prvomajska 24","FBiH","KS","","43.84479578","18.35541844","38733611651","","http://www.oscausevic.edu.ba"
"OŠ 'Edhem Mulabdić'","Elementary","Konak 1","FBiH","KS","","43.85690427","18.43124986","38733236044","","http://www.osem.edu.ba"
"OŠ 'Fatima Gunić'","Elementary","Nerkeza Smailagića 18","FBiH","KS","","43.84387497","18.34545135","38733545181","","http://www.osfg.edu.ba"
"OŠ 'Grbavica II'","Elementary","Behdžeta Mutevelića bb","FBiH","KS","","43.84978647","18.38928938","38733642642","","http://www.osgrbavica2.edu.ba"
"OŠ 'Grbavica I'","Elementary","Grbavička 14","FBiH","KS","","43.85241706","18.39707851","38733661278","","http://osgrbavica1.edu.ba"
"OŠ 'Hamdija Kreševljaković'","Elementary","Carina 2","FBiH","KS","","43.86221498","18.44324469","38733272720","","http://www.oshk.edu.ba"
"OŠ 'Hasan Kaimija'","Elementary","Cicin han 93","FBiH","KS","","43.84912107","18.41786027","38733559906","","http://www.oshkaimija.edu.ba"
"OŠ 'Hasan Kikić'","Elementary","Gorica 27","FBiH","KS","","43.86076067","18.41036618","38733445137","","http://www.oshkikic.edu.ba"
"OŠ 'Hašim Spahić' Ilijaš","Elementary","Krajiška bb","FBiH","KS","","43.96020212","18.2681179","38733400996","","http://www.oshs.edu.ba"
"OŠ 'Hilmi ef. Šarić' Hadžići-Tarčin","Elementary","Bratstva i jedinstva 38","FBiH","KS","","43.79309236","18.09267998","38733428395","","http://www.oshilmi.edu.ba"
"OŠ 'Hrasno'","Elementary","Porodice Ribar 2","FBiH","KS","","43.84994896","18.38244438","38733647451","","http://www.oshrasno.edu.ba"
"OŠ 'Isa-beg Ishaković'","Elementary","Kemala Kapetanovića 43","FBiH","KS","","43.85057566","18.38854909","38733652231","","http://www.isabeg.edu.ba"
"OŠ 'Isak Samokovlija'","Elementary","Fra Anđela Zvizdovića 1","FBiH","KS","","43.85782101","18.40625703","38733212499","","http://www.osis.edu.ba"
"OŠ 'Izet Šabić' Hotonj - Vogošća","Elementary","Donji Hotonj bb","FBiH","KS","","43.89844902","18.37167263","38733481090","","http://www.osizetsabic.edu.ba"
"OŠ 'Kovačići'","Elementary","Zagrebačka 22a","FBiH","KS","","43.8513571","18.39882731","38733615878","","http://www.oskovacici.edu.ba"
"OŠ 'Malta'","Elementary","Marka Marulića 27","FBiH","KS","","43.85504753","18.37939739","38733613502","","http://www.osmalta.edu.ba"
"OŠ 'Mehmed beg Kapetanović Ljubušak'","Elementary","Braće Begić 19","FBiH","KS","","43.86748654","18.40596199","38733220491","","http://www.osmbklj.edu.ba"
"OŠ 'Mehmedalija Mak Dizdar'","Elementary","Žrtava fašizma 14","FBiH","KS","","43.8465445","18.36530507","38733644897","","http://www.osmmdsa.edu.ba"
"OŠ 'Meša Selimović'","Elementary","Geteova 16","FBiH","KS","","43.84446305","18.35139513","38733543113","","http://www.osmssa.edu.ba"
"OŠ 'Mirsad Prnjavorac' - Vogošća","Elementary","Jošanićka 51","FBiH","KS","","43.90011886","18.34326267","38733430910","","http://www.osmp.edu.ba"
"OŠ 'Mula Mustafa Bašeskija'","Elementary","Logavina 52","FBiH","KS","","43.86263656","18.42804193","38733238151","","http://www.osmmbsa.edu.ba"
"OŠ 'Musa Ćazim Ćatić'","Elementary","Čekaluša 53","FBiH","KS","","43.86345652","18.41543555","38733216567","","http://www.osmccsa.edu.ba"
"OŠ 'Mustafa Busuladžić'","Elementary","Ahatovićka 41","FBiH","KS","","43.88137679","18.28667879","38733629574","","http://www.osdobrosevici.edu.ba"
"OŠ 'Nafija Sarajlić'","Elementary","Patriotske lige 57","FBiH","KS","","43.87377855","18.41244757","38733209232","","http://www.osnsarajlic.edu.ba"
"OŠ 'Osman Nakaš'","Elementary","Gradačačka 39","FBiH","KS","","43.84860267","18.3716619","38733641287","","http://www.osonakas.edu.ba"
"OŠ 'Osman Nuri Hadžić'","Elementary","Lava Tolstoja 6","FBiH","KS","","43.82495266","18.3541739","38733460362","","http://www.osonh.edu.ba"
"OŠ 'Podlugovi' Ilijaš","Elementary","Žrtava genocida u Srebrenici 212","FBiH","KS","","43.9690673","18.25951338","38733401017","","http://www.ospodlugovi.edu.ba"
"OŠ 'Pofalići'","Elementary","Ivanjska 1","FBiH","KS","","43.85965831","18.38947177","38733644163","","http://www.ospofalici.edu.ba"
"OŠ 'Porodice ef. Ramić' - Vogošća","Elementary","Nova cesta 62","FBiH","KS","","43.92016109","18.31919789","38733430993","","http://www.osramic.edu.ba"
"OŠ 'Saburina'","Elementary","Saburina 4","FBiH","KS","","43.86371566","18.43593836","38733538340","","http://www.ossaburina.edu.ba"
"OŠ 'Safvet beg Bašagić'","Elementary","Gimnazijska 1","FBiH","KS","","43.85686172","18.42371285","38733205923","","http://www.ossbb.edu.ba"
"OŠ 'šejh Muhamed ef. Hadžijamaković'","Elementary","Iza Hrida 11","FBiH","KS","","43.85373618","18.43701124","38733532324","","http://www.ossmeh.edu.ba"
"OŠ 'Skender Kulenović'","Elementary","Bulevar Mimar Sinana bb","FBiH","KS","","43.82782428","18.34634185","38733451600","","http://www.os-sk.edu.ba"
"OŠ 'Sokolje'","Elementary","Numan paše Ćuprilića do 17","FBiH","KS","","43.86620254","18.3164835","38733765540","","http://www.ossokolje.edu.ba"
"OŠ 'Srednje' Ilijaš","Elementary","Srednje bb","FBiH","KS","","44.00902137","18.43626022","38733489047","","http://www.ossrednje.edu.ba"
"OŠ 'Umihana Čuvidina'","Elementary","Smaje Šikala 1","FBiH","KS","","43.85247122","18.3445394","38733541009","","http://www.osuc.edu.ba"
"OŠ 'Velešićki heroji'","Elementary","Velešići 2","FBiH","KS","","43.86809373","18.39685857","38733214598","","http://www.osvh.edu.ba"
"OŠ 'Vladislav Skarić'","Elementary","Terezija 48","FBiH","KS","","43.85330679","18.40929866","38733212031","","http://www.osvs.edu.ba"
"OŠ 'Vrhbosna'","Elementary","Baruthana 60","FBiH","KS","","43.87716984","18.46026063","38733240100","","http://www.osvrhbosna.edu.ba"
"OŠ 'Zahid Baručija' - Vogošća","Elementary","Omladinska 14","FBiH","KS","","43.8982944","18.34886312","38733432650","","http://www.oszb.edu.ba"
"OŠ 'Zaim Kolar' - Trnovo","Elementary","Dejčići","FBiH","KS","","43.68646737","18.34131539","38733438001","","http://www.oszk.edu.ba"
"OŠ 'Zajko Delić' - Vogošća","Elementary","Slatinski put 3","FBiH","KS","","43.88432303","18.38522315","38733426830","","http://www.oszd.edu.ba"
"Osma osnovna škola 'Amer Ćenanović' - Ilidža","Elementary","Ilirska 2","FBiH","KS","","43.8229169","18.32060337","38733771316","","http://www.osmaosnovnail.edu.ba"
"Osnovna muzička i baletska škola - Novo Sarajevo","Elementary","Kemala Kapetanovića 43","FBiH","KS","","43.85031647","18.38864565","38733651523","","http://www.osmbaletska.edu.ba"
"Osnovna muzička škola  - Ilidža","Elementary","Josipa Slavenskog 24","FBiH","KS","Ilidza","43.83443391","18.30635548","38733623400","","http://www.muzickail.edu.ba"
"Osnovna muzička škola 'Mladen Pozajić'","Elementary","Josipa Štadlera 1","FBiH","KS","","43.8603236","18.42482328","38733212410","","http://www.omsmp.edu.ba"
"Osnovna škola 'Maarif'","Elementary","","FBiH","KS","","43.83717741","18.34920641","38762271004","","http://www.maarifschools.edu.ba"
"OŠ 'Silvije Strahimir Kranjčević'","Elementary","Mehmed paše Sokolovića 2","FBiH","KS","","43.8608651","18.4214437","38733219825","","http://www.ossskranjcevic.edu.ba"
"Peta osnovna škola - Ilidža","Elementary","Umihane Čuvidine 58","FBiH","KS","Ilidza","43.81097958","18.31111908","38733515177","","http://www.ospeta.edu.ba"
"Privatna osnovna škola 'Bloom'","Elementary","Nalina 16, Stari Grad Sarajevo","FBiH","KS","","43.85307856","18.44050884","38733207899","","http://www.bloom.edu.ba"
"Prva osnovna škola - Ilidža","Elementary","Mala aleja 15","FBiH","KS","Ilidza","43.81310091","18.28748345","38733639575","","http://www.osprvail.edu.ba"
"Quality Schools International - International School of Sarajevo (QSIS Sarajevo)","Elementary","Omladinska 16","FBiH","KS","","43.89812432","18.34923863","38733424450","",""
"Sedma osnovna škola - Ilidža","Elementary","Blažuj 118","FBiH","KS","Ilidza","43.84795273","18.24521184","38733761630","","http://www.sedma-osnovna.edu.ba"
"Šesta osnovna škola  - Ilidža","Elementary","Barska bb","FBiH","KS","Ilidza","43.84762002","18.30562591","38733623405","","http://www.ossesta.edu.ba"
"Treća osnovna škola - Ilidža","Elementary","Nasihe Kapidžić Hadžić 1","FBiH","KS","Ilidza","43.83376834","18.30261111","38733638479","","http://www.trecaosnovna.edu.ba"
"Zavod  'Mjedenica'","Elementary","Mjedenica 34","FBiH","KS","","43.8554537","18.42464089","38733207963","","http://www.zamjed.edu.ba"
"OŠ 'Musa Ćazim Ćatić'","Elementary","Školska ulica 23","FBiH","ZDK","Zenica","44.2040385","17.9067343","38732401106","",""
"Mak Dizdar","Elementary","Čurukovića put 17","FBiH","ZDK","Zenica","44.2033958","17.9190767","38732460348","",""
"OŠ 'Meša Selimović'","Elementary","","FBiH","ZDK","Zenica","44.1969917","17.9111923","38732408020","",""
"Arnauti","Elementary","","FBiH","ZDK","Zenica","44.2011076","18.0509696","38732439021","",""
"Vladimir Nazor","Elementary","Sarajevska 20","FBiH","ZDK","Zenica","44.195959","17.9084459","38732445210","",""
"Miroslav Krleža","Elementary","Travnička cesta 8","FBiH","ZDK","Zenica","44.2008083","17.9003569","38732401536","","http://www.osmkze.com.ba/"
"Hasan Kikić - Tetovo","Elementary","Tetovska 391","FBiH","ZDK","Zenica","44.2321035","17.8882179","38732460585","",""
"Skender Kulenović","Elementary","Profesora M. Čauševića 1","FBiH","ZDK","Zenica","44.1952676","17.9319063","38732426920","",""
"Alija Nametak - Pehare","Elementary","Rišićki put","FBiH","ZDK","Zenica","44.221499","17.91374","38732456156","",""
"Enver Čolaković - Janjići","Elementary","Sarajevska 210","FBiH","ZDK","Zenica","44.158187","17.961556","38732453004","",""
"Hamza Humo - Babino","Elementary","Babino","FBiH","ZDK","Zenica","44.235599","18.008291","38732436126","",""
"Ćamil Sijarić - Nemila","Elementary","Doglodska 7","FBiH","ZDK","Zenica","44.332822","17.912249","38732465001","","http://oscsijaricsa.edu.ba/"
"Aleksa Šantić - Perin Han","Elementary","Bistua Nuova 213","FBiH","ZDK","Zenica","44.185641","17.96769","38732465035","",""
"Ahmed Muradbegović - Stranjani","Elementary","Stranjani bb","FBiH","ZDK","Zenica","44.230329","17.848248","38732434042","",""
"Osnovna muzička škola","Elementary","Školska 17","FBiH","ZDK","Zenica","44.203211","17.905116","38732242307","",""
"Osnovna specijalna škola","Elementary","M. Tarabara 10","FBiH","ZDK","Zenica","44.200381","17.907568","38732407985","",""
"Hamdija Kresevljaković","Elementary","Ulica šehida b.b.","FBiH","ZDK","Kakanj","44.123473","18.114953","38732552860","",""
"Rešad Kadić - Brnjić","Elementary","Brnjić","FBiH","ZDK","Kakanj","44.22844","18.104922","","",""
"Ahmed Muradbegović","Elementary","","FBiH","ZDK","Kakanj","44.23041","17.848149","38732434042","",""
"Mula Mustafa Bašeskija","Elementary","Rudarska 19","FBiH","ZDK","Kakanj","44.135864","18.125003","38732557440","",""
"Omer Music - Ricice","Elementary","Podbjelavići","FBiH","ZDK","Kakanj","44.10133","18.150561","38732777118","",""
"15. April","Elementary","29. Novembra","FBiH","ZDK","Kakanj","44.114436","18.108726","38732775443","",""
"Alija Nametak","Elementary","A.Bešlagića b.b.","FBiH","ZDK","Žepče","44.351857","17.991515","38732894291","",""
"Abdulvehab Ilhamija","Elementary","Zeljzno Polje","FBiH","ZDK","Žepče","44.405195","17.933023","38762670377","",""
"Žepče","Elementary","Stjepana Radica","FBiH","ZDK","Žepče","44.424381","18.03866","38762881724","",""
"Glazbena škola Katarina Kosača Kotromanić","Elementary","Zagrebačka","FBiH","ZDK","Žepče","44.426074","18.032024","38732880453","",""
"Prva osnovna škola - Zavidovići","Elementary","Safvet-bega Bašagića bb","FBiH","ZDK","Zavidovići","44.437833","18.145461","38732878808","",""
"Druga osnovna škola - Zavidovići","Elementary","8. Marta","FBiH","ZDK","Zavidovići","44.445782","18.143168","38732877728","",""
"Osnovna škola Kovači","Elementary","Kovači","FBiH","ZDK","Zavidovići","44.4422","18.212264","38732871425","",""
"Vozuća-Ribnica","Elementary","Vozuća bb","FBiH","ZDK","Zavidovići","44.379515","18.361034","38732856375","","https://www.osvozuca.edu.ba/"
"Hajdarevići","Elementary","Hajdarevići bb","FBiH","ZDK","Zavidovići","44.469738","18.250745","38732465076","pkonak@bih.net.ba",""
"OŠ 'Gostović'","Elementary","Gostović bb","FBiH","ZDK","Zavidovići","44.418087","18.16544","38732465114","osgostovic@bih.net.ba",""
"Maglaj","Elementary","Aleja Ljiljana 11","FBiH","ZDK","Maglaj","44.54442","18.09808","38732603465","",""
"Prva osnovna škola","Elementary","Aleja Ljiljana 46","FBiH","ZDK","Maglaj","44.552342","18.100586","38732603386","","prvaosmaglaj.com.ba"
"Novi šeher","Elementary","Novi Šeher bb","FBiH","ZDK","Maglaj","44.51285","18.025988","38732611803","",""
"Osnovna škola Mustafa Mulić","Elementary","Šije","FBiH","ZDK","Tešanj","44.661939","18.070627","38732694004","",""
"Abdulvehab Ilhamija","Elementary","Kalošević","FBiH","ZDK","Tešanj","44.646225","17.905839","38732664178","","http://osaik.com.ba"
"Gazi Ferhat-beg","Elementary","Jablanica","FBiH","ZDK","Tešanj","44.58722","18.022431","38732651087","",""
"9. Septembar","Elementary","Medakovo","FBiH","ZDK","Tešanj","44.637972","18.015077","38732662094","",""
"Rešad Kadić","Elementary","Novo naselje","FBiH","ZDK","Tešanj","44.620045","17.986338","38732650274","",""
"1. Mart","Elementary","Jelah","FBiH","ZDK","Tešanj","44.654262","17.962843","38732663210","",""
"Kulin Ban","Elementary","Tešanjka","FBiH","ZDK","Tešanj","44.672561","18.011593","38732662034","",""
"Džemal Bijedić","Elementary","Miljanovci","FBiH","ZDK","Tešanj","44.686158","17.929884","38732668888","",""
"Huso Hodžić","Elementary","Braće Pobrić","FBiH","ZDK","Tešanj","44.608966","17.987963","38732656290","",""
"21. Mart","Elementary","Trg 21. marta 12","FBiH","ZDK","Doboj Jug","44.69649","18.048945","38732691909","os21mart@bih.net.ba",""
"Safvet-beg Bašagić","Elementary","Donja Mahala 42","FBiH","ZDK","Visoko","43.990358","18.177246","38732738423","",""
"Kulin Ban","Elementary","Gornje Rosulje 1","FBiH","ZDK","Visoko","43.988052","18.176903","38732731050","",""
"Mula Mustafa Bašeskija","Elementary","Donje Moštre","FBiH","ZDK","Visoko","44.02354","18.131581","38732740987","",""
"Musa Ćazim Ćatić","Elementary","Veliko Čajno","FBiH","ZDK","Visoko","44.024401","18.201443","38732745815","",""
"Mehmedalija Mak Dzidar","Elementary","Dobrinje","FBiH","ZDK","Visoko","44.049924","18.112573","38732748008","",""
"Avdo Smajlović","Elementary","Islamovića 6","FBiH","ZDK","Visoko","43.990383","18.177623","38732738790","",""
"Alija Nametak","Elementary","Buci 74","FBiH","ZDK","Visoko","43.961375","18.182033","38732720147","",""
"Safvet-beg Bašagić","Elementary","Branilaca grada b.b.","FBiH","ZDK","Breza","44.010181","18.255998","38732789030","",""
"Enver Čolaković","Elementary","Šehidska broj 32","FBiH","ZDK","Breza","44.022596","18.265688","38732789350","",""
"Vareš","Elementary","Put mira 37","FBiH","ZDK","Vareš","44.161919","18.325906","38732849250","","http://www.os-vares.com.ba/"
"Vareš Majdan","Elementary","Perunska 24","FBiH","ZDK","Vareš","44.137344","18.316105","38732843018","",""
"Olovo","Elementary","Školska b.b.","FBiH","ZDK","Olovo","44.129766","18.582563","38732825163","ossaudb@bih.net.ba",""
"Hasan Kikić","Elementary","Solun","FBiH","ZDK","Olovo","44.167008","18.543115","38732827002","ossaudb@bih.net.ba",""
"Ivan fra Frano Jukić","Elementary","","FBiH","ZDK","Usora","44.70012","17.976879","38732895272","",""
"Mustafa Ejubović - šejh Jujo","Elementary","Šehovina bb","FBiH","HNK","Mostar","43.332659","17.823106","38736576765","","https://modos.ba/"
"IV osnovna škola","Elementary","Salke Šestića 23","FBiH","HNK","Mostar","43.343524","17.815535","38736551463","ivosnovnamo@yahoo.com",""
"VI osnovna škola","Elementary","A. Šantića 10","FBiH","HNK","Mostar","43.344907","17.809512","38736580288","",""
"O.Š. Mujaga Komadina","Elementary","Gojka Vukovića 9","FBiH","HNK","Mostar","43.334056","17.815334","38736578217","",""
"Centar za dje. i omla.sa pos.potr.Los Rosales","Elementary","Južni logor","FBiH","HNK","Mostar","43.32435","17.823066","38736556581","","http://www.los-rosales.com/"
"Osnovna škola Blagaj","Elementary","Blagaj bb","FBiH","HNK","","43.258782","17.88797","38736572479","",""
"Osnovna škola Gnojnice","Elementary","Gnojnice bb","FBiH","HNK","","43.302486","17.844604","38736584598","",""
"O.Š. Omer Maksumić Podveležje","Elementary","Podveležje bb","FBiH","HNK","","43.308737","17.91155","38736560291","",""
"Osnovna škola Zalik","Elementary","Sjeverni logor bb","FBiH","HNK","","43.357502","17.812034","38736571113","","http://oszalik.com.ba/"
"Osnovna škola Vrapčići","Elementary","Vrapčići bb","FBiH","HNK","","43.373499","17.850007","38736582162","",""
"O.Š. Bijelo Polje - Potoci","Elementary","Potoci bb","FBiH","HNK","","43.401493","17.888932","38736556841","",""
"Osnovna škola Drešnica","Elementary","Drešnica bb","FBiH","HNK","","43.525465","17.715817","38736586235","",""
"O.Š. Suljo Čilić","Elementary","Bokulja 28","FBiH","HNK","","43.662493","17.756499","38736752801","","http://www.suljocilic.com.ba/"
"O.Š. Alija Isaković - Prozor","Elementary","Prozor bb","FBiH","HNK","","43.820266","17.611894","38736770513","",""
"Prva osnovna škola - Konjic","Elementary","3. Mart","FBiH","HNK","Konjic","43.654491","17.954709","38736734031","",""
"Druga osnovna škola - Konjic","Elementary","Musala bb","FBiH","HNK","Konjic","43.650867","17.964467","38736726192","",""
"Osnovna škola Čelebići - Konjic","Elementary","Čelebići bb","FBiH","HNK","Konjic","43.684325","17.897218","38736721464","",""
"Osnovna škola Parsovići","Elementary","Parsovići bb Polje","FBiH","HNK","Konjic","43.770805","17.813957","38736741197","",""
"Osnovna škola Šćipe","Elementary","Šćipe bb","FBiH","HNK","","43.82441","17.743661","38736285106","",""
"Osnovna škola Seonica - Konjic","Elementary","Seonica bb Polje","FBiH","HNK","Konjic","43.738777","17.84135","38736742457","",""
"Osnovna škola Glavatičevo","Elementary","Glavatičevo bb","FBiH","HNK","Konjic","43.503452","18.104726","38736739044","",""
"Osnovna škola Čapljina","Elementary","Petra Krešimira IV","FBiH","HNK","","43.111055","17.701448","38736806275","",""
"Prva osnovna škola Stolac","Elementary","Stolac bb","FBiH","HNK","","43.083377","17.959429","38736854006","",""
"Međunarodna osnovna škola Mostar","Elementary","Zalik bb","FBiH","HNK","","43.358586","17.814563","38736833410","",""
"O.Š. Antuna Branka Šimića","Elementary","Kraljice Katarine 38","FBiH","HNK","","43.337996","17.801907","38736330552","",""
"III Osnovna škola","Elementary","Trg hrvatskih velikana bb","FBiH","HNK","Mostar","43.342735","17.802143","38736318451","",""
"O.Š. Ilići","Elementary","Ilići bb","FBiH","HNK","Mostar","43.3448","17.775588","38736330732","",""
"O.Š. Ivana Gundulića","Elementary","Rudarska 87","FBiH","HNK","Mostar","43.353912","17.799376","38736347196","",""
"O.Š. Silvije S. Kranjčevića","Elementary","Bleiburških žrtava 35","FBiH","HNK","Mostar","43.34965","17.791783","38736311160","",""
"O.Š. Cim","Elementary","Treće cimske bojne","FBiH","HNK","Mostar","43.35098","17.782768","38736341712","",""
"O.š Petra Bakule","Elementary","Kralja Tomislava 9","FBiH","HNK","Mostar","43.347957","17.799453","38736328675","",""
"O.Š. Ilije Jakovljevića","Elementary","Ante Starčevića bb","FBiH","HNK","Mostar","43.352497","17.803746","38736324919","",""
"O.Š. za djecu s posebnim potrebama","Elementary","Nikole Šubića Zrinjskog bb","FBiH","HNK","Mostar","","","38736313250","",""
"O.Š. Bartola Kašića Rodoč","Elementary","Rude Hrozničeka 46","FBiH","HNK","Mostar","43.316412","17.816866","38736350128","",""
"O.Š. Marina Držića","Elementary","Buna bb","FBiH","HNK","Mostar","","","38736480510","",""
"O.Š. Kruševo","Elementary","Kruševo bb","FBiH","HNK","Mostar","43.285679","17.753615","38736486380","",""
"O.Š. fra Didaka Buntića","Elementary","Čitluk bb","FBiH","HNK","","43.227897","17.698069","38736642086","",""
"O.Š. Čerin Čitluk","Elementary","Čerin bb","FBiH","HNK","","43.269807","17.636775","38736652554","",""
"O.Š. Bijakovići","Elementary","Bijakovići bb","FBiH","HNK","","43.190858","17.680488","38736651102","",""
"O.Š. Vladimira Pavlovića","Elementary","Čapljina bb","FBiH","HNK","","43.113285","17.702626","38736805091","",""
"O.Š. Lipanjske zore","Elementary","Višići bb","FBiH","HNK","","43.064885","17.710916","38736814066","",""
"Osnovna škola Stolac","Elementary","Stolac bb","FBiH","HNK","","43.083376","17.959411","38736853443","",""
"Osnovna škola Crnići","Elementary","Crnići bb","FBiH","HNK","","43.126174","17.857986","38736862235","",""
"Osnovna škola Ravno","Elementary","Ravno bb","FBiH","HNK","","42.887737","17.963443","38736891525","",""
"O.Š. Kardinala Stepinca","Elementary","Neum bb","FBiH","HNK","","42.929304","17.616859","38736880017","",""
"O.Š. Marka Marulića","Elementary","Kralja Tomislava bb","FBiH","HNK","Prozor-Rama","43.821866","17.607904","38736770070","",""
"O.Š. fra Jeronima","Elementary","Ripci bb","FBiH","HNK","Prozor-Rama","","","38736780675","",""
"O.Š. Ivana Mažuranića","Elementary","Gračac bb","FBiH","HNK","","43.728065","17.680841","38736784012","",""
"O.Š. Veselka Tenžere Uzdol","Elementary","Uzdol bb","FBiH","HNK","","","","38736783004","",""
"Glazbena škola Brotnjo - Čitluk","Elementary","S.S.Kranjčevića 2","FBiH","HNK","","43.227554","17.697559","38736644687","",""
"OŠ Harmani 1","Elementary","Harmanski Sokak 3","FBiH","USK","","44.813877","15.867208","38737223292","os.harmani1@bih.net.ba",""
"OŠ Harmani 2","Elementary","Ešrefa Kovačevića bb","FBiH","USK","","44.811716","15.865522","38737220198","harmani_2@hotmail.com",""
"OŠ Prekounje","Elementary","Safvet-bega Bašagića 26","FBiH","USK","","44.817292","15.876488","38737311030","skola_prekounje@hotmail.com",""
"OŠ Gornje Prekounje Ripač","Elementary","Vejzovac bb","FBiH","USK","","44.813933","15.883303","38737319231","os.gornjep@hotmail.com",""
"OŠ Kamenica","Elementary","Mula Mustafe Bašeskije bb","FBiH","USK","","44.843671","15.829912","38737388142","os.kamenica@gmail.com",""
"OŠ Gata Ilidža-Vrsta","Elementary","Gata, Bihać","FBiH","USK","Bihać","44.931559","15.810354","38737370310","skolagata.gata@gmail.com",""
"OŠ Brekovica","Elementary","Brekovica bb","FBiH","USK","","44.880411","15.885134","38737302131","os.brekovica@bih.net.ba",""
"OŠ Kulen Vakuf - Orašac","Elementary","Trg žrtava 12. juni","FBiH","USK","","44.627411","16.070285","38737365651","os.kulenvakuf.orasac@bih.net.ba",""
"KšC 'Ivan Pavao II'","Elementary","Ceravci bb","FBiH","USK","","44.816814","15.850486","38737350850","ksc-bihac@net.hr",""
"Medjunarodna osnovna škola 'Richmond Park International Primary school'","Elementary","Safvet-bega Bašagića","FBiH","USK","Bihać","44.818598","15.877278","38737312902","bihac@rps.edu.ba",""
"Prva osnovna škola","Elementary","Trg Avde Ćuka 36","FBiH","USK","Bosanska Krupa","44.882873","16.158731","38737471107","prvaosnovna_bk@yahoo.com",""
