Name,Type,Address,Entity,Canton,Municipality,Latitude,Longitude,Phone,Email,Url
"OS 'Behaudin Selmanovic'","Elementary","Viteska 6, Brijesce, Sarajevo","FBiH","KS","","43.85783261","18.32325339","38733780020","","http://www.osbs.edu.ba"
"OS 'Camil Sijaric'","Elementary","Brace Mulic 16","FBiH","KS","","43.83066481","18.3403337","38733544301","","http://www.oscsijaricsa.edu.ba"
"OS 'Cengic Vila I'","Elementary","Fetaha Becirbegovica 2","FBiH","KS","","43.85148863","18.36882949","38733653759","","http://www.oscvila1.edu.ba"
"OS 'Dzemaludin Causevic'","Elementary","Prvomajska 24","FBiH","KS","","43.84479578","18.35541844","38733611651","","http://www.oscausevic.edu.ba"
"OS 'Edhem Mulabdic'","Elementary","Konak 1","FBiH","KS","","43.85690427","18.43124986","38733236044","","http://www.osem.edu.ba"
"OS 'Fatima Gunic'","Elementary","Nerkeza Smailagica 18","FBiH","KS","","43.84387497","18.34545135","38733545181","","http://www.osfg.edu.ba"
"OS 'Grbavica II'","Elementary","Behdzeta Mutevelica bb","FBiH","KS","","43.84978647","18.38928938","38733642642","","http://www.osgrbavica2.edu.ba"
"OS 'Grbavica I'","Elementary","Grbavicka 14","FBiH","KS","","43.85241706","18.39707851","38733661278","","http://osgrbavica1.edu.ba"
"OS 'Hamdija Kresevljakovic'","Elementary","Carina 2","FBiH","KS","","43.86221498","18.44324469","38733272720","","http://www.oshk.edu.ba"
"OS 'Hasan Kaimija'","Elementary","Cicin han 93","FBiH","KS","","43.84912107","18.41786027","38733559906","","http://www.oshkaimija.edu.ba"
"OS 'Hasan Kikic'","Elementary","Gorica 27","FBiH","KS","","43.86076067","18.41036618","38733445137","","http://www.oshkikic.edu.ba"
"OS 'Hasim Spahic' Ilijas","Elementary","Krajiska bb","FBiH","KS","","43.96020212","18.2681179","38733400996","","http://www.oshs.edu.ba"
"OS 'Hilmi ef. Saric' Hadzici-Tarcin","Elementary","Bratstva i jedinstva 38","FBiH","KS","","43.79309236","18.09267998","38733428395","","http://www.oshilmi.edu.ba"
"OS 'Hrasno'","Elementary","Porodice Ribar 2","FBiH","KS","","43.84994896","18.38244438","38733647451","","http://www.oshrasno.edu.ba"
"OS 'Isa-beg Ishakovic'","Elementary","Kemala Kapetanovica 43","FBiH","KS","","43.85057566","18.38854909","38733652231","","http://www.isabeg.edu.ba"
"OS 'Isak Samokovlija'","Elementary","Fra Andjela Zvizdovica 1","FBiH","KS","","43.85782101","18.40625703","38733212499","","http://www.osis.edu.ba"
"OS 'Izet Sabic' Hotonj - Vogosca","Elementary","Donji Hotonj bb","FBiH","KS","","43.89844902","18.37167263","38733481090","","http://www.osizetsabic.edu.ba"
"OS 'Kovacici'","Elementary","Zagrebacka 22a","FBiH","KS","","43.8513571","18.39882731","38733615878","","http://www.oskovacici.edu.ba"
"OS 'Malta'","Elementary","Marka Marulica 27","FBiH","KS","","43.85504753","18.37939739","38733613502","","http://www.osmalta.edu.ba"
"OS 'Mehmed beg Kapetanovic Ljubusak'","Elementary","Brace Begic 19","FBiH","KS","","43.86748654","18.40596199","38733220491","","http://www.osmbklj.edu.ba"
"OS 'Mehmedalija Mak Dizdar'","Elementary","Zrtava fasizma 14","FBiH","KS","","43.8465445","18.36530507","38733644897","","http://www.osmmdsa.edu.ba"
"OS 'Mesa Selimovic'","Elementary","Geteova 16","FBiH","KS","","43.84446305","18.35139513","38733543113","","http://www.osmssa.edu.ba"
"OS 'Mirsad Prnjavorac' - Vogosca","Elementary","Josanicka 51","FBiH","KS","","43.90011886","18.34326267","38733430910","","http://www.osmp.edu.ba"
"OS 'Mula Mustafa Baseskija'","Elementary","Logavina 52","FBiH","KS","","43.86263656","18.42804193","38733238151","","http://www.osmmbsa.edu.ba"
"OS 'Musa Cazim Catic'","Elementary","Cekalusa 53","FBiH","KS","","43.86345652","18.41543555","38733216567","","http://www.osmccsa.edu.ba"
"OS 'Mustafa Busuladzic'","Elementary","Ahatovicka 41","FBiH","KS","","43.88137679","18.28667879","38733629574","","http://www.osdobrosevici.edu.ba"
"OS 'Nafija Sarajlic'","Elementary","Patriotske lige 57","FBiH","KS","","43.87377855","18.41244757","38733209232","","http://www.osnsarajlic.edu.ba"
"OS 'Osman Nakas'","Elementary","Gradacacka 39","FBiH","KS","","43.84860267","18.3716619","38733641287","","http://www.osonakas.edu.ba"
"OS 'Osman Nuri Hadzic'","Elementary","Lava Tolstoja 6","FBiH","KS","","43.82495266","18.3541739","38733460362","","http://www.osonh.edu.ba"
"OS 'Podlugovi' Ilijas","Elementary","Zrtava genocida u Srebrenici 212","FBiH","KS","","43.9690673","18.25951338","38733401017","","http://www.ospodlugovi.edu.ba"
"OS 'Pofalici'","Elementary","Ivanjska 1","FBiH","KS","","43.85965831","18.38947177","38733644163","","http://www.ospofalici.edu.ba"
"OS 'Porodice ef. Ramic' - Vogosca","Elementary","Nova cesta 62","FBiH","KS","","43.92016109","18.31919789","38733430993","","http://www.osramic.edu.ba"
"OS 'Saburina'","Elementary","Saburina 4","FBiH","KS","","43.86371566","18.43593836","38733538340","","http://www.ossaburina.edu.ba"
"OS 'Safvet beg Basagic'","Elementary","Gimnazijska 1","FBiH","KS","","43.85686172","18.42371285","38733205923","","http://www.ossbb.edu.ba"
"OS 'sejh Muhamed ef. Hadzijamakovic'","Elementary","Iza Hrida 11","FBiH","KS","","43.85373618","18.43701124","38733532324","","http://www.ossmeh.edu.ba"
"OS 'Skender Kulenovic'","Elementary","Bulevar Mimar Sinana bb","FBiH","KS","","43.82782428","18.34634185","38733451600","","http://www.os-sk.edu.ba"
"OS 'Sokolje'","Elementary","Numan pase Cuprilica do 17","FBiH","KS","","43.86620254","18.3164835","38733765540","","http://www.ossokolje.edu.ba"
"OS 'Srednje' Ilijas","Elementary","Srednje bb","FBiH","KS","","44.00902137","18.43626022","38733489047","","http://www.ossrednje.edu.ba"
"OS 'Umihana Cuvidina'","Elementary","Smaje Sikala 1","FBiH","KS","","43.85247122","18.3445394","38733541009","","http://www.osuc.edu.ba"
"OS 'Velesicki heroji'","Elementary","Velesici 2","FBiH","KS","","43.86809373","18.39685857","38733214598","","http://www.osvh.edu.ba"
"OS 'Vladislav Skaric'","Elementary","Terezija 48","FBiH","KS","","43.85330679","18.40929866","38733212031","","http://www.osvs.edu.ba"
"OS 'Vrhbosna'","Elementary","Baruthana 60","FBiH","KS","","43.87716984","18.46026063","38733240100","","http://www.osvrhbosna.edu.ba"
"OS 'Zahid Barucija' - Vogosca","Elementary","Omladinska 14","FBiH","KS","","43.8982944","18.34886312","38733432650","","http://www.oszb.edu.ba"
"OS 'Zaim Kolar' - Trnovo","Elementary","Dejcici","FBiH","KS","","43.68646737","18.34131539","38733438001","","http://www.oszk.edu.ba"
"OS 'Zajko Delic' - Vogosca","Elementary","Slatinski put 3","FBiH","KS","","43.88432303","18.38522315","38733426830","","http://www.oszd.edu.ba"
"Osma osnovna skola 'Amer Cenanovic' - Ilidza","Elementary","Ilirska 2","FBiH","KS","","43.8229169","18.32060337","38733771316","","http://www.osmaosnovnail.edu.ba"
"Osnovna muzicka i baletska skola - Novo Sarajevo","Elementary","Kemala Kapetanovica 43","FBiH","KS","","43.85031647","18.38864565","38733651523","","http://www.osmbaletska.edu.ba"
"Osnovna muzicka skola  - Ilidza","Elementary","Josipa Slavenskog 24","FBiH","KS","Ilidza","43.83443391","18.30635548","38733623400","","http://www.muzickail.edu.ba"
"Osnovna muzicka skola 'Mladen Pozajic'","Elementary","Josipa Stadlera 1","FBiH","KS","","43.8603236","18.42482328","38733212410","","http://www.omsmp.edu.ba"
"Osnovna skola 'Maarif'","Elementary","","FBiH","KS","","43.83717741","18.34920641","38762271004","","http://www.maarifschools.edu.ba"
"OS 'Silvije Strahimir Kranjcevic'","Elementary","Mehmed pase Sokolovica 2","FBiH","KS","","43.8608651","18.4214437","38733219825","","http://www.ossskranjcevic.edu.ba"
"Peta osnovna skola - Ilidza","Elementary","Umihane Cuvidine 58","FBiH","KS","Ilidza","43.81097958","18.31111908","38733515177","","http://www.ospeta.edu.ba"
"Privatna osnovna skola 'Bloom'","Elementary","Nalina 16, Stari Grad Sarajevo","FBiH","KS","","43.85307856","18.44050884","38733207899","","http://www.bloom.edu.ba"
"Prva osnovna skola - Ilidza","Elementary","Mala aleja 15","FBiH","KS","Ilidza","43.81310091","18.28748345","38733639575","","http://www.osprvail.edu.ba"
"Quality Schools International - International School of Sarajevo (QSIS Sarajevo)","Elementary","Omladinska 16","FBiH","KS","","43.89812432","18.34923863","38733424450","",""
"Sedma osnovna skola - Ilidza","Elementary","Blazuj 118","FBiH","KS","Ilidza","43.84795273","18.24521184","38733761630","","http://www.sedma-osnovna.edu.ba"
"Sesta osnovna skola  - Ilidza","Elementary","Barska bb","FBiH","KS","Ilidza","43.84762002","18.30562591","38733623405","","http://www.ossesta.edu.ba"
"Treca osnovna skola - Ilidza","Elementary","Nasihe Kapidzic Hadzic 1","FBiH","KS","Ilidza","43.83376834","18.30261111","38733638479","","http://www.trecaosnovna.edu.ba"
"Zavod  'Mjedenica'","Elementary","Mjedenica 34","FBiH","KS","","43.8554537","18.42464089","38733207963","","http://www.zamjed.edu.ba"
"OS 'Musa Cazim Catic'","Elementary","Skolska ulica 23","FBiH","ZDK","Zenica","44.2040385","17.9067343","38732401106","",""
"Mak Dizdar","Elementary","Curukovica put 17","FBiH","ZDK","Zenica","44.2033958","17.9190767","38732460348","",""
"OS 'Mesa Selimovic'","Elementary","","FBiH","ZDK","Zenica","44.1969917","17.9111923","38732408020","",""
"Arnauti","Elementary","","FBiH","ZDK","Zenica","44.2011076","18.0509696","38732439021","",""
"Vladimir Nazor","Elementary","Sarajevska 20","FBiH","ZDK","Zenica","44.195959","17.9084459","38732445210","",""
"Miroslav Krleza","Elementary","Travnicka cesta 8","FBiH","ZDK","Zenica","44.2008083","17.9003569","38732401536","","http://www.osmkze.com.ba/"
"Hasan Kikic - Tetovo","Elementary","Tetovska 391","FBiH","ZDK","Zenica","44.2321035","17.8882179","38732460585","",""
"Skender Kulenovic","Elementary","Profesora M. Causevica 1","FBiH","ZDK","Zenica","44.1952676","17.9319063","38732426920","",""
"Alija Nametak - Pehare","Elementary","Risicki put","FBiH","ZDK","Zenica","44.221499","17.91374","38732456156","",""
"Enver Colakovic - Janjici","Elementary","Sarajevska 210","FBiH","ZDK","Zenica","44.158187","17.961556","38732453004","",""
"Hamza Humo - Babino","Elementary","Babino","FBiH","ZDK","Zenica","44.235599","18.008291","38732436126","",""
"Camil Sijaric - Nemila","Elementary","Doglodska 7","FBiH","ZDK","Zenica","44.332822","17.912249","38732465001","","http://oscsijaricsa.edu.ba/"
"Aleksa Santic - Perin Han","Elementary","Bistua Nuova 213","FBiH","ZDK","Zenica","44.185641","17.96769","38732465035","",""
"Ahmed Muradbegovic - Stranjani","Elementary","Stranjani bb","FBiH","ZDK","Zenica","44.230329","17.848248","38732434042","",""
"Osnovna muzicka skola","Elementary","Skolska 17","FBiH","ZDK","Zenica","44.203211","17.905116","38732242307","",""
"Osnovna specijalna skola","Elementary","M. Tarabara 10","FBiH","ZDK","Zenica","44.200381","17.907568","38732407985","",""
"Hamdija Kresevljakovic","Elementary","Ulica sehida b.b.","FBiH","ZDK","Kakanj","44.123473","18.114953","38732552860","",""
"Resad Kadic - Brnjic","Elementary","Brnjic","FBiH","ZDK","Kakanj","44.22844","18.104922","","",""
"Ahmed Muradbegovic","Elementary","","FBiH","ZDK","Kakanj","44.23041","17.848149","38732434042","",""
"Mula Mustafa Baseskija","Elementary","Rudarska 19","FBiH","ZDK","Kakanj","44.135864","18.125003","38732557440","",""
"Omer Music - Ricice","Elementary","Podbjelavici","FBiH","ZDK","Kakanj","44.10133","18.150561","38732777118","",""
"15. April","Elementary","29. Novembra","FBiH","ZDK","Kakanj","44.114436","18.108726","38732775443","",""
"Alija Nametak","Elementary","A.Beslagica b.b.","FBiH","ZDK","Zepce","44.351857","17.991515","38732894291","",""
"Abdulvehab Ilhamija","Elementary","Zeljzno Polje","FBiH","ZDK","Zepce","44.405195","17.933023","38762670377","",""
"Zepce","Elementary","Stjepana Radica","FBiH","ZDK","Zepce","44.424381","18.03866","38762881724","",""
"Glazbena skola Katarina Kosaca Kotromanic","Elementary","Zagrebacka","FBiH","ZDK","Zepce","44.426074","18.032024","38732880453","",""
"Prva osnovna skola - Zavidovici","Elementary","Safvet-bega Basagica bb","FBiH","ZDK","Zavidovici","44.437833","18.145461","38732878808","",""
"Druga osnovna skola - Zavidovici","Elementary","8. Marta","FBiH","ZDK","Zavidovici","44.445782","18.143168","38732877728","",""
"Osnovna skola Kovaci","Elementary","Kovaci","FBiH","ZDK","Zavidovici","44.4422","18.212264","38732871425","",""
"Vozuca-Ribnica","Elementary","Vozuca bb","FBiH","ZDK","Zavidovici","44.379515","18.361034","38732856375","","https://www.osvozuca.edu.ba/"
"Hajdarevici","Elementary","Hajdarevici bb","FBiH","ZDK","Zavidovici","44.469738","18.250745","38732465076","pkonak@bih.net.ba",""
"OS 'Gostovic'","Elementary","Gostovic bb","FBiH","ZDK","Zavidovici","44.418087","18.16544","38732465114","osgostovic@bih.net.ba",""
"Maglaj","Elementary","Aleja Ljiljana 11","FBiH","ZDK","Maglaj","44.54442","18.09808","38732603465","",""
"Prva osnovna skola","Elementary","Aleja Ljiljana 46","FBiH","ZDK","Maglaj","44.552342","18.100586","38732603386","","prvaosmaglaj.com.ba"
"Novi seher","Elementary","Novi Seher bb","FBiH","ZDK","Maglaj","44.51285","18.025988","38732611803","",""
"Osnovna skola Mustafa Mulic","Elementary","Sije","FBiH","ZDK","Tesanj","44.661939","18.070627","38732694004","",""
"Abdulvehab Ilhamija","Elementary","Kalosevic","FBiH","ZDK","Tesanj","44.646225","17.905839","38732664178","","http://osaik.com.ba"
"Gazi Ferhat-beg","Elementary","Jablanica","FBiH","ZDK","Tesanj","44.58722","18.022431","38732651087","",""
"9. Septembar","Elementary","Medakovo","FBiH","ZDK","Tesanj","44.637972","18.015077","38732662094","",""
"Resad Kadic","Elementary","Novo naselje","FBiH","ZDK","Tesanj","44.620045","17.986338","38732650274","",""
"1. Mart","Elementary","Jelah","FBiH","ZDK","Tesanj","44.654262","17.962843","38732663210","",""
"Kulin Ban","Elementary","Tesanjka","FBiH","ZDK","Tesanj","44.672561","18.011593","38732662034","",""
"Dzemal Bijedic","Elementary","Miljanovci","FBiH","ZDK","Tesanj","44.686158","17.929884","38732668888","",""
"Huso Hodzic","Elementary","Brace Pobric","FBiH","ZDK","Tesanj","44.608966","17.987963","38732656290","",""
"21. Mart","Elementary","Trg 21. marta 12","FBiH","ZDK","Doboj Jug","44.69649","18.048945","38732691909","os21mart@bih.net.ba",""
"Safvet-beg Basagic","Elementary","Donja Mahala 42","FBiH","ZDK","Visoko","43.990358","18.177246","38732738423","",""
"Kulin Ban","Elementary","Gornje Rosulje 1","FBiH","ZDK","Visoko","43.988052","18.176903","38732731050","",""
"Mula Mustafa Baseskija","Elementary","Donje Mostre","FBiH","ZDK","Visoko","44.02354","18.131581","38732740987","",""
"Musa Cazim Catic","Elementary","Veliko Cajno","FBiH","ZDK","Visoko","44.024401","18.201443","38732745815","",""
"Mehmedalija Mak Dzidar","Elementary","Dobrinje","FBiH","ZDK","Visoko","44.049924","18.112573","38732748008","",""
"Avdo Smajlovic","Elementary","Islamovica 6","FBiH","ZDK","Visoko","43.990383","18.177623","38732738790","",""
"Alija Nametak","Elementary","Buci 74","FBiH","ZDK","Visoko","43.961375","18.182033","38732720147","",""
"Safvet-beg Basagic","Elementary","Branilaca grada b.b.","FBiH","ZDK","Breza","44.010181","18.255998","38732789030","",""
"Enver Colakovic","Elementary","Sehidska broj 32","FBiH","ZDK","Breza","44.022596","18.265688","38732789350","",""
"Vares","Elementary","Put mira 37","FBiH","ZDK","Vares","44.161919","18.325906","38732849250","","http://www.os-vares.com.ba/"
"Vares Majdan","Elementary","Perunska 24","FBiH","ZDK","Vares","44.137344","18.316105","38732843018","",""
"Olovo","Elementary","Skolska b.b.","FBiH","ZDK","Olovo","44.129766","18.582563","38732825163","ossaudb@bih.net.ba",""
"Hasan Kikic","Elementary","Solun","FBiH","ZDK","Olovo","44.167008","18.543115","38732827002","ossaudb@bih.net.ba",""
"Ivan fra Frano Jukic","Elementary","","FBiH","ZDK","Usora","44.70012","17.976879","38732895272","",""
"Mustafa Ejubovic - sejh Jujo","Elementary","Sehovina bb","FBiH","HNK","Mostar","43.332659","17.823106","38736576765","","https://modos.ba/"
"IV osnovna skola","Elementary","Salke Sestica 23","FBiH","HNK","Mostar","43.343524","17.815535","38736551463","ivosnovnamo@yahoo.com",""
"VI osnovna skola","Elementary","A. Santica 10","FBiH","HNK","Mostar","43.344907","17.809512","38736580288","",""
"O.S. Mujaga Komadina","Elementary","Gojka Vukovica 9","FBiH","HNK","Mostar","43.334056","17.815334","38736578217","",""
"Centar za dje. i omla.sa pos.potr.Los Rosales","Elementary","Juzni logor","FBiH","HNK","Mostar","43.32435","17.823066","38736556581","","http://www.los-rosales.com/"
"Osnovna skola Blagaj","Elementary","Blagaj bb","FBiH","HNK","","43.258782","17.88797","38736572479","",""
"Osnovna skola Gnojnice","Elementary","Gnojnice bb","FBiH","HNK","","43.302486","17.844604","38736584598","",""
"O.S. Omer Maksumic Podvelezje","Elementary","Podvelezje bb","FBiH","HNK","","43.308737","17.91155","38736560291","",""
"Osnovna skola Zalik","Elementary","Sjeverni logor bb","FBiH","HNK","","43.357502","17.812034","38736571113","","http://oszalik.com.ba/"
"Osnovna skola Vrapcici","Elementary","Vrapcici bb","FBiH","HNK","","43.373499","17.850007","38736582162","",""
"O.S. Bijelo Polje - Potoci","Elementary","Potoci bb","FBiH","HNK","","43.401493","17.888932","38736556841","",""
"Osnovna skola Dresnica","Elementary","Dresnica bb","FBiH","HNK","","43.525465","17.715817","38736586235","",""
"O.S. Suljo Cilic","Elementary","Bokulja 28","FBiH","HNK","","43.662493","17.756499","38736752801","","http://www.suljocilic.com.ba/"
"O.S. Alija Isakovic - Prozor","Elementary","Prozor bb","FBiH","HNK","","43.820266","17.611894","38736770513","",""
"Prva osnovna skola - Konjic","Elementary","3. Mart","FBiH","HNK","Konjic","43.654491","17.954709","38736734031","",""
"Druga osnovna skola - Konjic","Elementary","Musala bb","FBiH","HNK","Konjic","43.650867","17.964467","38736726192","",""
"Osnovna skola Celebici - Konjic","Elementary","Celebici bb","FBiH","HNK","Konjic","43.684325","17.897218","38736721464","",""
"Osnovna skola Parsovici","Elementary","Parsovici bb Polje","FBiH","HNK","Konjic","43.770805","17.813957","38736741197","",""
"Osnovna skola Scipe","Elementary","Scipe bb","FBiH","HNK","","43.82441","17.743661","38736285106","",""
"Osnovna skola Seonica - Konjic","Elementary","Seonica bb Polje","FBiH","HNK","Konjic","43.738777","17.84135","38736742457","",""
"Osnovna skola Glavaticevo","Elementary","Glavaticevo bb","FBiH","HNK","Konjic","43.503452","18.104726","38736739044","",""
"Osnovna skola Capljina","Elementary","Petra Kresimira IV","FBiH","HNK","","43.111055","17.701448","38736806275","",""
"Prva osnovna skola Stolac","Elementary","Stolac bb","FBiH","HNK","","43.083377","17.959429","38736854006","",""
"Medjunarodna osnovna skola Mostar","Elementary","Zalik bb","FBiH","HNK","","43.358586","17.814563","38736833410","",""
"O.S. Antuna Branka Simica","Elementary","Kraljice Katarine 38","FBiH","HNK","","43.337996","17.801907","38736330552","",""
"III Osnovna skola","Elementary","Trg hrvatskih velikana bb","FBiH","HNK","Mostar","43.342735","17.802143","38736318451","",""
"O.S. Ilici","Elementary","Ilici bb","FBiH","HNK","Mostar","43.3448","17.775588","38736330732","",""
"O.S. Ivana Gundulica","Elementary","Rudarska 87","FBiH","HNK","Mostar","43.353912","17.799376","38736347196","",""
"O.S. Silvije S. Kranjcevica","Elementary","Bleiburskih zrtava 35","FBiH","HNK","Mostar","43.34965","17.791783","38736311160","",""
"O.S. Cim","Elementary","Trece cimske bojne","FBiH","HNK","Mostar","43.35098","17.782768","38736341712","",""
"O.s Petra Bakule","Elementary","Kralja Tomislava 9","FBiH","HNK","Mostar","43.347957","17.799453","38736328675","",""
"O.S. Ilije Jakovljevica","Elementary","Ante Starcevica bb","FBiH","HNK","Mostar","43.352497","17.803746","38736324919","",""
"O.S. za djecu s posebnim potrebama","Elementary","Nikole Subica Zrinjskog bb","FBiH","HNK","Mostar","","","38736313250","",""
"O.S. Bartola Kasica Rodoc","Elementary","Rude Hrozniceka 46","FBiH","HNK","Mostar","43.316412","17.816866","38736350128","",""
"O.S. Marina Drzica","Elementary","Buna bb","FBiH","HNK","Mostar","","","38736480510","",""
"O.S. Krusevo","Elementary","Krusevo bb","FBiH","HNK","Mostar","43.285679","17.753615","38736486380","",""
"O.S. fra Didaka Buntica","Elementary","Citluk bb","FBiH","HNK","","43.227897","17.698069","38736642086","",""
"O.S. Cerin Citluk","Elementary","Cerin bb","FBiH","HNK","","43.269807","17.636775","38736652554","",""
"O.S. Bijakovici","Elementary","Bijakovici bb","FBiH","HNK","","43.190858","17.680488","38736651102","",""
"O.S. Vladimira Pavlovica","Elementary","Capljina bb","FBiH","HNK","","43.113285","17.702626","38736805091","",""
"O.S. Lipanjske zore","Elementary","Visici bb","FBiH","HNK","","43.064885","17.710916","38736814066","",""
"Osnovna skola Stolac","Elementary","Stolac bb","FBiH","HNK","","43.083376","17.959411","38736853443","",""
"Osnovna skola Crnici","Elementary","Crnici bb","FBiH","HNK","","43.126174","17.857986","38736862235","",""
"Osnovna skola Ravno","Elementary","Ravno bb","FBiH","HNK","","42.887737","17.963443","38736891525","",""
"O.S. Kardinala Stepinca","Elementary","Neum bb","FBiH","HNK","","42.929304","17.616859","38736880017","",""
"O.S. Marka Marulica","Elementary","Kralja Tomislava bb","FBiH","HNK","Prozor-Rama","43.821866","17.607904","38736770070","",""
"O.S. fra Jeronima","Elementary","Ripci bb","FBiH","HNK","Prozor-Rama","","","38736780675","",""
"O.S. Ivana Mazuranica","Elementary","Gracac bb","FBiH","HNK","","43.728065","17.680841","38736784012","",""
"O.S. Veselka Tenzere Uzdol","Elementary","Uzdol bb","FBiH","HNK","","","","38736783004","",""
"Glazbena skola Brotnjo - Citluk","Elementary","S.S.Kranjcevica 2","FBiH","HNK","","43.227554","17.697559","38736644687","",""
"OS Harmani 1","Elementary","Harmanski Sokak 3","FBiH","USK","","44.813877","15.867208","38737223292","os.harmani1@bih.net.ba",""
"OS Harmani 2","Elementary","Esrefa Kovacevica bb","FBiH","USK","","44.811716","15.865522","38737220198","harmani_2@hotmail.com",""
"OS Prekounje","Elementary","Safvet-bega Basagica 26","FBiH","USK","","44.817292","15.876488","38737311030","skola_prekounje@hotmail.com",""
"OS Gornje Prekounje Ripac","Elementary","Vejzovac bb","FBiH","USK","","44.813933","15.883303","38737319231","os.gornjep@hotmail.com",""
"OS Kamenica","Elementary","Mula Mustafe Baseskije bb","FBiH","USK","","44.843671","15.829912","38737388142","os.kamenica@gmail.com",""
"OS Gata Ilidza-Vrsta","Elementary","Gata, Bihac","FBiH","USK","Bihac","44.931559","15.810354","38737370310","skolagata.gata@gmail.com",""
"OS Brekovica","Elementary","Brekovica bb","FBiH","USK","","44.880411","15.885134","38737302131","os.brekovica@bih.net.ba",""
"OS Kulen Vakuf - Orasac","Elementary","Trg zrtava 12. juni","FBiH","USK","","44.627411","16.070285","38737365651","os.kulenvakuf.orasac@bih.net.ba",""
"KsC 'Ivan Pavao II'","Elementary","Ceravci bb","FBiH","USK","","44.816814","15.850486","38737350850","ksc-bihac@net.hr",""
"Medjunarodna osnovna skola 'Richmond Park International Primary school'","Elementary","Safvet-bega Basagica","FBiH","USK","Bihac","44.818598","15.877278","38737312902","bihac@rps.edu.ba",""
"Prva osnovna skola","Elementary","Trg Avde Cuka 36","FBiH","USK","Bosanska Krupa","44.882873","16.158731","38737471107","prvaosnovna_bk@yahoo.com",""
"Druga osnovna skola","Elementary","Zahum bb","FBiH","USK","","44.885751","16.160608","38737472066","druga_osnovna_skola@hotmail.com",""
"OS 'Jezerski'","Elementary","Jezerski bb","FBiH","USK","","44.976092","16.09199","38737481063","osjezerski@hotmail.com",""
"OS Otoka","Elementary","Otoskih heroja bb","FBiH","USK","","44.962609","16.181094","38737477003","juotoka@bih.net.ba",""
